Description,Company ID,Location,Account,Department,Project,Project Name
BoP: Elec BoP: Preventative,75736,XHOL,,,XHOL25B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75736,XHOL,,,XHOL25B003,BoP: Met Mast/Met Station BoP
BoP: Vegetation Management ,75736,XHOL,,,XHOL25B004,BoP: Vegetation Management 
BoP: Civil BoP,75736,XHOL,,,XHOL25B005,BoP: Civil BoP
Preventative Mntce: Site Non-Tech,75736,XHOL,,,XHOL25G002,Preventative Mntce: Site Non-Tech
Preventative Mntce: Site ,75736,XHOL,,,XHOL25G006,Preventative Mntce: Site 
Ops Support: Site Specific,75736,XHOL,,,XHOL25G007,Ops Support: Site Specific
Issuance Fee,75736,XHOL,,,XHOL25G008,Issuance Fee
Facilities,75736,XHOL,,,XHOL25G012,Facilities
Modules O&M: Preventative Mntce,75736,XHOL,,,XHOL25P001,Modules O&M: Preventative Mntce
Modules O&M: Panel Cleaning,75736,XHOL,,,XHOL25P004,Modules O&M: Panel Cleaning
BoP: Elec BoP: Preventative,75736,XJCK,,,XJCK25B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75736,XJCK,,,XJCK25B003,BoP: Met Mast/Met Station BoP
BoP: Vegetation Management ,75736,XJCK,,,XJCK25B004,BoP: Vegetation Management 
Preventative Mntce: Site Non-Tech,75736,XJCK,,,XJCK25G002,Preventative Mntce: Site Non-Tech
Preventative Mntce: Site ,75736,XJCK,,,XJCK25G006,Preventative Mntce: Site 
Ops Support: Site Specific,75736,XJCK,,,XJCK25G007,Ops Support: Site Specific
Issuance Fee,75736,XJCK,,,XJCK25G008,Issuance Fee
NERC Compliance,75736,XJCK,,,XJCK25G010,NERC Compliance
Facilities,75736,XJCK,,,XJCK25G012,Facilities
Information Technology,75736,XJCK,,,XJCK25G013,IT
IT: Telecoms,75736,XJCK,,,XJCK25G018,IT: Telecoms
Inverter O&M: Preventative Mntce,75736,XJCK,,,XJCK25I001,Inverter O&M: Preventative Mntce
Modules O&M: Preventative Mntce,75736,XJCK,,,XJCK25P001,Modules O&M: Preventative Mntce
BoP: Elec BoP: Preventative,75736,XLAP,,,XLAP25B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75736,XLAP,,,XLAP25B003,BoP: Met Mast/Met Station BoP
Preventative Mntce: Site Non-Tech,75736,XLAP,,,XLAP25G002,Preventative Mntce: Site Non-Tech
Preventative Mntce: Site ,75736,XLAP,,,XLAP25G006,Preventative Mntce: Site 
Ops Support: Site Specific,75736,XLAP,,,XLAP25G007,Ops Support: Site Specific
Issuance Fee,75736,XLAP,,,XLAP25G008,Issuance Fee
NERC Compliance,75736,XLAP,,,XLAP25G010,NERC Compliance
Facilities,75736,XLAP,,,XLAP25G012,Facilities
Information Technology,75736,XLAP,,,XLAP25G013,IT
IT: Telecoms,75736,XLAP,,,XLAP25G018,IT: Telecoms
Inverter O&M: Preventative Mntce,75736,XLAP,,,XLAP25I001,Inverter O&M: Preventative Mntce
Modules O&M: Preventative Mntce,75736,XLAP,,,XLAP25P001,Modules O&M: Preventative Mntce
Modules O&M: Panel Cleaning,75736,XLAP,,,XLAP25P004,Modules O&M: Panel Cleaning
BoP: Elec BoP: Corrective,75736,XMES,,,XMES25B001,BoP: Elec BoP: Corrective
BoP: Elec BoP: Preventative,75736,XMES,,,XMES25B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75736,XMES,,,XMES25B003,BoP: Met Mast/Met Station BoP
BoP: Civil BoP,75736,XMES,,,XMES25B005,BoP: Civil BoP
Ops Support: Site Specific,75736,XMES,,,XMES25G007,Ops Support: Site Specific
Issuance Fee,75736,XMES,,,XMES25G008,Issuance Fee
Facilities,75736,XMES,,,XMES25G012,Facilities
BoP: Elec BoP: Preventative,75736,XPAL,,,XPAL25B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75736,XPAL,,,XPAL25B003,BoP: Met Mast/Met Station BoP
Preventative Mntce: Site Non-Tech,75736,XPAL,,,XPAL25G002,Preventative Mntce: Site Non-Tech
Preventative Mntce: Site ,75736,XPAL,,,XPAL25G006,Preventative Mntce: Site 
Ops Support: Site Specific,75736,XPAL,,,XPAL25G007,Ops Support: Site Specific
Issuance Fee,75736,XPAL,,,XPAL25G008,Issuance Fee
NERC Compliance,75736,XPAL,,,XPAL25G010,NERC Compliance
Modules O&M: Panel Cleaning,75736,XPAL,,,XPAL25P004,Modules O&M: Panel Cleaning
BoP: Elec BoP: Preventative,75736,XPFL,,,XPFL25B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75736,XPFL,,,XPFL25B003,BoP: Met Mast/Met Station BoP
Preventative Mntce: Site Non-Tech,75736,XPFL,,,XPFL25G002,Preventative Mntce: Site Non-Tech
Preventative Mntce: Site ,75736,XPFL,,,XPFL25G006,Preventative Mntce: Site 
Ops Support: Site Specific,75736,XPFL,,,XPFL25G007,Ops Support: Site Specific
Issuance Fee,75736,XPFL,,,XPFL25G008,Issuance Fee
NERC Compliance,75736,XPFL,,,XPFL25G010,NERC Compliance
Facilities,75736,XPFL,,,XPFL25G012,Facilities
Information Technology,75736,XPFL,,,XPFL25G013,IT
Inverter O&M: Preventative Mntce,75736,XPFL,,,XPFL25I001,Inverter O&M: Preventative Mntce
Modules O&M: Preventative Mntce,75736,XPFL,,,XPFL25P001,Modules O&M: Preventative Mntce
Modules O&M: Panel Cleaning,75736,XPFL,,,XPFL25P004,Modules O&M: Panel Cleaning
BoP: Elec BoP: Preventative,75736,XRAM,,,XRAM25B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75736,XRAM,,,XRAM25B003,BoP: Met Mast/Met Station BoP
Preventative Mntce: Site Non-Tech,75736,XRAM,,,XRAM25G002,Preventative Mntce: Site Non-Tech
Preventative Mntce: Site ,75736,XRAM,,,XRAM25G006,Preventative Mntce: Site 
Ops Support: Site Specific,75736,XRAM,,,XRAM25G007,Ops Support: Site Specific
Issuance Fee,75736,XRAM,,,XRAM25G008,Issuance Fee
NERC Compliance,75736,XRAM,,,XRAM25G010,NERC Compliance
Facilities,75736,XRAM,,,XRAM25G012,Facilities
Information Technology,75736,XRAM,,,XRAM25G013,IT
IT: Telecoms,75736,XRAM,,,XRAM25G018,IT: Telecoms
Inverter O&M: Preventative Mntce,75736,XRAM,,,XRAM25I001,Inverter O&M: Preventative Mntce
Modules O&M: Preventative Mntce,75736,XRAM,,,XRAM25P001,Modules O&M: Preventative Mntce
Modules O&M: Panel Cleaning,75736,XRAM,,,XRAM25P004,Modules O&M: Panel Cleaning
BoP: Elec BoP: Preventative,75736,XSTN,,,XSTN25B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75736,XSTN,,,XSTN25B003,BoP: Met Mast/Met Station BoP
BoP: Vegetation Management ,75736,XSTN,,,XSTN25B004,BoP: Vegetation Management 
Preventative Mntce: Site Non-Tech,75736,XSTN,,,XSTN25G002,Preventative Mntce: Site Non-Tech
Preventative Mntce: Site ,75736,XSTN,,,XSTN25G006,Preventative Mntce: Site 
Ops Support: Site Specific,75736,XSTN,,,XSTN25G007,Ops Support: Site Specific
Issuance Fee,75736,XSTN,,,XSTN25G008,Issuance Fee
Information Technology,75736,XSTN,,,XSTN25G013,IT
IT: Telecoms,75736,XSTN,,,XSTN25G018,IT: Telecoms
Inverter O&M: Preventative Mntce,75736,XSTN,,,XSTN25I001,Inverter O&M: Preventative Mntce
Modules O&M: Preventative Mntce,75736,XSTN,,,XSTN25P001,Modules O&M: Preventative Mntce
BoP: Elec BoP: Preventative,75736,XSWY,,,XSWY25B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75736,XSWY,,,XSWY25B003,BoP: Met Mast/Met Station BoP
BoP: Vegetation Management ,75736,XSWY,,,XSWY25B004,BoP: Vegetation Management 
Preventative Mntce: Site Non-Tech,75736,XSWY,,,XSWY25G002,Preventative Mntce: Site Non-Tech
Preventative Mntce: Site ,75736,XSWY,,,XSWY25G006,Preventative Mntce: Site 
Ops Support: Site Specific,75736,XSWY,,,XSWY25G007,Ops Support: Site Specific
Issuance Fee,75736,XSWY,,,XSWY25G008,Issuance Fee
Information Technology,75736,XSWY,,,XSWY25G013,IT
IT: Telecoms,75736,XSWY,,,XSWY25G018,IT: Telecoms
Inverter O&M: Preventative Mntce,75736,XSWY,,,XSWY25I001,Inverter O&M: Preventative Mntce
Modules O&M: Preventative Mntce,75736,XSWY,,,XSWY25P001,Modules O&M: Preventative Mntce
BoP: Elec BoP: Corrective,75738,DDWS,,,DDWS25B001,BoP: Elec BoP: Corrective
BoP: Elec BoP: Preventative,75738,DDWS,,,DDWS25B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75738,DDWS,,,DDWS25B003,BoP: Met Mast/Met Station BoP
BoP: Vegetation Management ,75738,DDWS,,,DDWS25B004,BoP: Vegetation Management 
BoP: Civil BoP,75738,DDWS,,,DDWS25B005,BoP: Civil BoP
Preventative Mntce: Site Non-Tech,75738,DDWS,,,DDWS25G002,Preventative Mntce: Site Non-Tech
Solar O&M: Minor Corrective,75738,DDWS,,,DDWS25G005,Solar O&M: Minor Corrective
Preventative Mntce: Site ,75738,DDWS,,,DDWS25G006,Preventative Mntce: Site 
Ops Support: Site Specific,75738,DDWS,,,DDWS25G007,Ops Support: Site Specific
Issuance Fee,75738,DDWS,,,DDWS25G008,Issuance Fee
Community Benefit,75738,DDWS,,,DDWS25G009,Community Benefit
Environmental Compliance,75738,DDWS,,,DDWS25G011,Environmental Compliance
Facilities,75738,DDWS,,,DDWS25G012,Facilities
Information Technology,75738,DDWS,,,DDWS25G013,IT
Light & Heat,75738,DDWS,,,DDWS25G014,Light & Heat
Interconnection Fees,75738,DDWS,,,DDWS25G015,Interconnection Fees
Waste Management,75738,DDWS,,,DDWS25G016,Waste Management
Site Security,75738,DDWS,,,DDWS25G017,Site Security
IT: Telecoms,75738,DDWS,,,DDWS25G018,IT: Telecoms
Inverter O&M: Preventative Mntce,75738,DDWS,,,DDWS25I001,Inverter O&M: Preventative Mntce
Inverter O&M: Minor Corrective,75738,DDWS,,,DDWS25I002,Inverter O&M: Minor Corrective
Inverter O&M: Major Corrective,75738,DDWS,,,DDWS25I003,Inverter O&M: Major Corrective
Solar O&M: Major Corrective,75738,DDWS,,,DDWS25M007,Solar O&M: Major Corrective
Modules O&M: Preventative Mntce,75738,DDWS,,,DDWS25P001,Modules O&M: Preventative Mntce
Modules O&M: Minor Corrective,75738,DDWS,,,DDWS25P002,Modules O&M: Minor Corrective
Modules O&M: Major Corrective,75738,DDWS,,,DDWS25P003,Modules O&M: Major Corrective
Modules O&M: Panel Cleaning,75738,DDWS,,,DDWS25P004,Modules O&M: Panel Cleaning
BoP: Elec BoP: Corrective,75745,TXS1,,,TXS125B001,BoP: Elec BoP: Corrective
BoP: Elec BoP: Preventative,75745,TXS1,,,TXS125B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75745,TXS1,,,TXS125B003,BoP: Met Mast/Met Station BoP
BoP: Vegetation Management ,75745,TXS1,,,TXS125B004,BoP: Vegetation Management 
BoP: Civil BoP,75745,TXS1,,,TXS125B005,BoP: Civil BoP
Preventative Mntce: Site Non-Tech,75745,TXS1,,,TXS125G002,Preventative Mntce: Site Non-Tech
Solar O&M: Minor Corrective,75745,TXS1,,,TXS125G005,Solar O&M: Minor Corrective
Preventative Mntce: Site ,75745,TXS1,,,TXS125G006,Preventative Mntce: Site 
Ops Support: Site Specific,75745,TXS1,,,TXS125G007,Ops Support: Site Specific
Issuance Fee,75745,TXS1,,,TXS125G008,Issuance Fee
Community Benefit,75745,TXS1,,,TXS125G009,Community Benefit
Environmental Compliance,75745,TXS1,,,TXS125G011,Environmental Compliance
Facilities,75745,TXS1,,,TXS125G012,Facilities
Information Technology,75745,TXS1,,,TXS125G013,IT
Light & Heat,75745,TXS1,,,TXS125G014,Light & Heat
Interconnection Fees,75745,TXS1,,,TXS125G015,Interconnection Fees
Waste Management,75745,TXS1,,,TXS125G016,Waste Management
Site Security,75745,TXS1,,,TXS125G017,Site Security
IT: Telecoms,75745,TXS1,,,TXS125G018,IT: Telecoms
Inverter O&M: Preventative Mntce,75745,TXS1,,,TXS125I001,Inverter O&M: Preventative Mntce
Inverter O&M: Minor Corrective,75745,TXS1,,,TXS125I002,Inverter O&M: Minor Corrective
Inverter O&M: Major Corrective,75745,TXS1,,,TXS125I003,Inverter O&M: Major Corrective
Solar O&M: Major Corrective,75745,TXS1,,,TXS125M007,Solar O&M: Major Corrective
Modules O&M: Preventative Mntce,75745,TXS1,,,TXS125P001,Modules O&M: Preventative Mntce
Modules O&M: Minor Corrective,75745,TXS1,,,TXS125P002,Modules O&M: Minor Corrective
Modules O&M: Major Corrective,75745,TXS1,,,TXS125P003,Modules O&M: Major Corrective
Modules O&M: Panel Cleaning,75745,TXS1,,,TXS125P004,Modules O&M: Panel Cleaning
BoP: Elec BoP: Corrective,75747,STNC,,,STNC25B001,BoP: Elec BoP: Corrective
BoP: Elec BoP: Preventative,75747,STNC,,,STNC25B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75747,STNC,,,STNC25B003,BoP: Met Mast/Met Station BoP
BoP: Vegetation Management ,75747,STNC,,,STNC25B004,BoP: Vegetation Management 
BoP: Civil BoP,75747,STNC,,,STNC25B005,BoP: Civil BoP
Preventative Mntce: Site Non-Tech,75747,STNC,,,STNC25G002,Preventative Mntce: Site Non-Tech
Solar O&M: Minor Corrective,75747,STNC,,,STNC25G005,Solar O&M: Minor Corrective
Preventative Mntce: Site ,75747,STNC,,,STNC25G006,Preventative Mntce: Site 
Ops Support: Site Specific,75747,STNC,,,STNC25G007,Ops Support: Site Specific
Issuance Fee,75747,STNC,,,STNC25G008,Issuance Fee
Community Benefit,75747,STNC,,,STNC25G009,Community Benefit
Environmental Compliance,75747,STNC,,,STNC25G011,Environmental Compliance
Facilities,75747,STNC,,,STNC25G012,Facilities
Information Technology,75747,STNC,,,STNC25G013,IT
Light & Heat,75747,STNC,,,STNC25G014,Light & Heat
Interconnection Fees,75747,STNC,,,STNC25G015,Interconnection Fees
Waste Management,75747,STNC,,,STNC25G016,Waste Management
Site Security,75747,STNC,,,STNC25G017,Site Security
IT: Telecoms,75747,STNC,,,STNC25G018,IT: Telecoms
Inverter O&M: Preventative Mntce,75747,STNC,,,STNC25I001,Inverter O&M: Preventative Mntce
Inverter O&M: Minor Corrective,75747,STNC,,,STNC25I002,Inverter O&M: Minor Corrective
Inverter O&M: Major Corrective,75747,STNC,,,STNC25I003,Inverter O&M: Major Corrective
Solar O&M: Major Corrective,75747,STNC,,,STNC25M007,Solar O&M: Major Corrective
Modules O&M: Preventative Mntce,75747,STNC,,,STNC25P001,Modules O&M: Preventative Mntce
Modules O&M: Minor Corrective,75747,STNC,,,STNC25P002,Modules O&M: Minor Corrective
Modules O&M: Major Corrective,75747,STNC,,,STNC25P003,Modules O&M: Major Corrective
Modules O&M: Panel Cleaning,75747,STNC,,,STNC25P004,Modules O&M: Panel Cleaning
Corporate Support,75752,DWE1,,,DWE125G001,Corporate Support
Ops Support: NOT Site Specific,75752,DWOP,,,DWOP25G001,Ops Support: NOT Site Specific
BoP: Elec BoP: Corrective,75753,HJKW,,,HJKW25B001,BoP: Elec BoP: Corrective
BoP: Elec BoP: Preventative,75753,HJKW,,,HJKW25B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75753,HJKW,,,HJKW25B003,BoP: Met Mast/Met Station BoP
BoP: Civil BoP,75753,HJKW,,,HJKW25B005,BoP: Civil BoP
Preventative Mntce: Site Non-Tech,75753,HJKW,,,HJKW25G002,Preventative Mntce: Site Non-Tech
Blade Preventative,75753,HJKW,,,HJKW25G003,Blade Preventative
Turbine O&M: Minor Corrective,75753,HJKW,,,HJKW25G005,Turbine O&M: Minor Corrective
Preventative Mntce: Site ,75753,HJKW,,,HJKW25G006,Preventative Mntce: Site 
Ops Support: Site Specific,75753,HJKW,,,HJKW25G007,Ops Support: Site Specific
Issuance Fee,75753,HJKW,,,HJKW25G008,Issuance Fee
Community Benefit,75753,HJKW,,,HJKW25G009,Community Benefit
NERC Compliance,75753,HJKW,,,HJKW25G010,NERC Compliance
Environmental Compliance,75753,HJKW,,,HJKW25G011,Environmental Compliance
Facilities,75753,HJKW,,,HJKW25G012,Facilities
Information Technology,75753,HJKW,,,HJKW25G013,IT
Light & Heat,75753,HJKW,,,HJKW25G014,Light & Heat
Interconnection Fees,75753,HJKW,,,HJKW25G015,Interconnection Fees
Waste Management,75753,HJKW,,,HJKW25G016,Waste Management
Site Security,75753,HJKW,,,HJKW25G017,Site Security
IT: Telecoms,75753,HJKW,,,HJKW25G018,IT: Telecoms
Major Corrective: Gearbox,75753,HJKW,,,HJKW25M001,Major Corrective: Gearbox
Major Corrective: Generator,75753,HJKW,,,HJKW25M002,Major Corrective: Generator
Major Corrective:Main bearing,75753,HJKW,,,HJKW25M003,Major Corrective:Main bearing
Blade Corrective,75753,HJKW,,,HJKW25M004,Blade Corrective
BoP: Elec BoP: Corrective,75755,NTBA,,,NTBA25B001,BoP: Elec BoP: Corrective
BoP: Elec BoP: Preventative,75755,NTBA,,,NTBA25B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75755,NTBA,,,NTBA25B003,BoP: Met Mast/Met Station BoP
BoP: Civil BoP,75755,NTBA,,,NTBA25B005,BoP: Civil BoP
Preventative Mntce: Site Non-Tech,75755,NTBA,,,NTBA25G002,Preventative Mntce: Site Non-Tech
Turbine O&M: Minor Corrective,75755,NTBA,,,NTBA25G005,Turbine O&M: Minor Corrective
Preventative Mntce: Site ,75755,NTBA,,,NTBA25G006,Preventative Mntce: Site 
Ops Support: Site Specific,75755,NTBA,,,NTBA25G007,Ops Support: Site Specific
Issuance Fee,75755,NTBA,,,NTBA25G008,Issuance Fee
Community Benefit,75755,NTBA,,,NTBA25G009,Community Benefit
Facilities,75755,NTBA,,,NTBA25G012,Facilities
Information Technology,75755,NTBA,,,NTBA25G013,IT
Interconnection Fees,75755,NTBA,,,NTBA25G015,Interconnection Fees
Site Security,75755,NTBA,,,NTBA25G017,Site Security
IT: Telecoms,75755,NTBA,,,NTBA25G018,IT: Telecoms
BoP: Elec BoP: Corrective,75755,NTRW,,,NTRW25B001,BoP: Elec BoP: Corrective
BoP: Elec BoP: Preventative,75755,NTRW,,,NTRW25B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75755,NTRW,,,NTRW25B003,BoP: Met Mast/Met Station BoP
BoP: Civil BoP,75755,NTRW,,,NTRW25B005,BoP: Civil BoP
Notrees Repower Greenfield DEV,75755,NTRW,,,NTRW25DREP,Notrees Repower
Notrees Repower Greenfield DEV,75755,NTRW,,,NTRW25DREP,Notrees Repower
Notrees Repower Greenfield DEV,75755,NTRW,,,NTRW25DREP,Notrees Repower
Notrees Repower Greenfield DEV,75755,NTRW,,,NTRW25DREP,Notrees Repower
Notrees Repower Greenfield DEV,75755,NTRW,,,NTRW25DREP,Notrees Repower
Notrees Repower Greenfield DEV,75755,NTRW,,,NTRW25DREP,Notrees Repower
Notrees Repower Greenfield DEV,75755,NTRW,,,NTRW25DREP,Notrees Repower
Notrees Repower Greenfield DEV,75755,NTRW,,,NTRW25DREP,Notrees Repower
Notrees Repower Greenfield DEV,75755,NTRW,,,NTRW25DREP,Notrees Repower
Notrees Repower Greenfield DEV,75755,NTRW,,,NTRW25DREP,Notrees Repower
Notrees Repower Greenfield DEV,75755,NTRW,,,NTRW25DREP,Notrees Repower
Notrees Repower Greenfield DEV,75755,NTRW,,,NTRW25DREP,Notrees Repower
Notrees Repower Greenfield DEV,75755,NTRW,,,NTRW25DREP,Notrees Repower
Notrees Repower Greenfield DEV,75755,NTRW,,,NTRW25DREP,Notrees Repower
Notrees Repower Greenfield DEV,75755,NTRW,,,NTRW25DREP,Notrees Repower
Notrees Repower Greenfield DEV,75755,NTRW,,,NTRW25DREP,Notrees Repower
Notrees Repower Greenfield DEV,75755,NTRW,,,NTRW25DREP,Notrees Repower
Notrees Repower Greenfield DEV,75755,NTRW,,,NTRW25DREP,Notrees Repower
Notrees Repower Greenfield DEV,75755,NTRW,,,NTRW25DREP,Notrees Repower
Notrees Repower Greenfield DEV,75755,NTRW,,,NTRW25DREP,Notrees Repower
Preventative Mntce: Site Non-Tech,75755,NTRW,,,NTRW25G002,Preventative Mntce: Site Non-Tech
Blade Preventative,75755,NTRW,,,NTRW25G003,Blade Preventative
Turbine O&M: Minor Corrective,75755,NTRW,,,NTRW25G005,Turbine O&M: Minor Corrective
Preventative Mntce: Site ,75755,NTRW,,,NTRW25G006,Preventative Mntce: Site 
Ops Support: Site Specific,75755,NTRW,,,NTRW25G007,Ops Support: Site Specific
Issuance Fee,75755,NTRW,,,NTRW25G008,Issuance Fee
Community Benefit,75755,NTRW,,,NTRW25G009,Community Benefit
NERC Compliance,75755,NTRW,,,NTRW25G010,NERC Compliance
Environmental Compliance,75755,NTRW,,,NTRW25G011,Environmental Compliance
Facilities,75755,NTRW,,,NTRW25G012,Facilities
Information Technology,75755,NTRW,,,NTRW25G013,IT
Light & Heat,75755,NTRW,,,NTRW25G014,Light & Heat
Interconnection Fees,75755,NTRW,,,NTRW25G015,Interconnection Fees
Waste Management,75755,NTRW,,,NTRW25G016,Waste Management
Site Security,75755,NTRW,,,NTRW25G017,Site Security
IT: Telecoms,75755,NTRW,,,NTRW25G018,IT: Telecoms
Major Corrective: Gearbox,75755,NTRW,,,NTRW25M001,Major Corrective: Gearbox
Major Corrective: Generator,75755,NTRW,,,NTRW25M002,Major Corrective: Generator
Major Corrective:Main bearing,75755,NTRW,,,NTRW25M003,Major Corrective:Main bearing
Blade Corrective,75755,NTRW,,,NTRW25M004,Blade Corrective
Pitch Bearing Replacement,75755,NTRW,,,NTRW25M007,Pitch Bearing Replacement
BoP: Elec BoP: Corrective,75763,SLSG,,,SLSG25B001,BoP: Elec BoP: Corrective
BoP: Elec BoP: Preventative,75763,SLSG,,,SLSG25B002,BoP: Elec BoP: Preventative
BoP: Met Mast/Met Station BoP,75763,SLSG,,,SLSG25B003,BoP: Met Mast/Met Station BoP
BoP: Civil BoP,75763,SLSG,,,SLSG25B005,BoP: Civil BoP
Preventative Mntce: Site Non-Tech,75763,SLSG,,,SLSG25G002,Preventative Mntce: Site Non-Tech
Blade Preventative,75763,SLSG,,,SLSG25G003,Blade Preventative
Turbine O&M: Minor Corrective,75763,SLSG,,,SLSG25G005,Turbine O&M: Minor Corrective
Preventative Mntce: Site ,75763,SLSG,,,SLSG25G006,Preventative Mntce: Site 
Ops Support: Site Specific,75763,SLSG,,,SLSG25G007,Ops Support: Site Specific
Issuance Fee,75763,SLSG,,,SLSG25G008,Issuance Fee
Community Benefit,75763,SLSG,,,SLSG25G009,Community Benefit
NERC Compliance,75763,SLSG,,,SLSG25G010,NERC Compliance
Environmental Compliance,75763,SLSG,,,SLSG25G011,Environmental Compliance
Facilities,75763,SLSG,,,SLSG25G012,Facilities
Information Technology,75763,SLSG,,,SLSG25G013,IT
Light & Heat,75763,SLSG,,,SLSG25G014,Light & Heat
Interconnection Fees,75763,SLSG,,,SLSG25G015,Interconnection Fees
Waste Management,75763,SLSG,,,SLSG25G016,Waste Management
Site Security,75763,SLSG,,,SLSG25G017,Site Security
IT: Telecoms,75763,SLSG,,,SLSG25G018,IT: Telecoms
Major Corrective: Gearbox,75763,SLSG,,,SLSG25M001,Major Corrective: Gearbox
Major Corrective: Generator,75763,SLSG,,,SLSG25M002,Major Corrective: Generator
Major Corrective:Main bearing,75763,SLSG,,,SLSG25M003,Major Corrective:Main bearing
Blade Corrective,75763,SLSG,,,SLSG25M004,Blade Corrective
BoP: Elec BoP: Corrective,75764,TBWP,,,TBWP25B001,BoP: Elec BoP: Corrective
